,Symbol,Description,Category,UniProt ID,GIFtS,GC id,Score
280,IGFBP2,Insulin Like Growth Factor Binding Protein 2,Protein Coding,P18065,50,GC02P216632,22.18
281,GJB1,Gap Junction Protein Beta 1,Protein Coding,P08034,53,GC0XP071212,22.18
282,PRKCG,Protein Kinase C Gamma,Protein Coding,P05129,58,GC19P053879,22.17
283,SERPINC1,Serpin Family C Member 1,Protein Coding,P01008,57,GC01M174774,22.12
284,IGF2BP1,Insulin Like Growth Factor 2 MRNA Binding Protein 1,Protein Coding,Q9NZI8,47,GC17P078588,22.1
285,VIM,Vimentin,Protein Coding,P08670,58,GC10P017227,22.1
286,TBK1,TANK Binding Kinase 1,Protein Coding,Q9UHD2,56,GC12P064451,22.09
287,EZR,Ezrin,Protein Coding,P15311,53,GC06M158765,22.06
288,GHR,Growth Hormone Receptor,Protein Coding,P10912,53,GC05P042429,22.04
289,PPARG,Peroxisome Proliferator Activated Receptor Gamma,Protein Coding,P37231,60,GC03P012287,22.02
290,CXCR4,C-X-C Motif Chemokine Receptor 4,Protein Coding,P61073,59,GC02M136114,22.01
291,MCL1,"MCL1 Apoptosis Regulator, BCL2 Family Member",Protein Coding,Q07820,54,GC01M155854,21.99
292,FLNA,Filamin A,Protein Coding,P21333,55,GC0XM154348,21.98
293,XBP1,X-Box Binding Protein 1,Protein Coding,P17861,52,GC22M028794,21.97
294,SMAD2,SMAD Family Member 2,Protein Coding,Q15796,59,GC18M047809,21.93
295,B2M,Beta-2-Microglobulin,Protein Coding,P61769,56,GC15P044711,21.91
296,SIRT1,Sirtuin 1,Protein Coding,Q96EB6,56,GC10P067884,21.91
297,FBN1,Fibrillin 1,Protein Coding,P35555,54,GC15M048408,21.9
298,F10,Coagulation Factor X,Protein Coding,P00742,57,GC13P113122,21.87
299,SNAP25,Synaptosome Associated Protein 25,Protein Coding,P60880,56,GC20P010207,21.85
300,MAPK9,Mitogen-Activated Protein Kinase 9,Protein Coding,P45984,55,GC05M180273,21.83
301,PROCR,Protein C Receptor,Protein Coding,Q9UNN8,48,GC20P035171,21.82
302,TRAF6,TNF Receptor Associated Factor 6,Protein Coding,Q9Y4K3,53,GC11M036467,21.81
303,EPB41,Erythrocyte Membrane Protein Band 4.1,Protein Coding,P11171,53,GC01P028887,21.79
304,PLK1,Polo Like Kinase 1,Protein Coding,P53350,58,GC16P046733,21.69
305,POLG,"DNA Polymerase Gamma, Catalytic Subunit",Protein Coding,P54098,54,GC15M133858,21.62
306,THBD,Thrombomodulin,Protein Coding,P07204,53,GC20M023026,21.59
307,GRK2,G Protein-Coupled Receptor Kinase 2,Protein Coding,P25098,54,GC11P067266,21.58
308,RPS3,Ribosomal Protein S3,Protein Coding,P23396,50,GC11P079380,21.57
309,PDIA3,Protein Disulfide Isomerase Family A Member 3,Protein Coding,P30101,50,GC15P043746,21.54
310,MAP2K4,Mitogen-Activated Protein Kinase Kinase 4,Protein Coding,P45985,54,GC17P012020,21.54
311,HMOX1,Heme Oxygenase 1,Protein Coding,P09601,59,GC22P035380,21.53
312,CD36,CD36 Molecule,Protein Coding,P16671,56,GC07P080369,21.52
313,PTGS2,Prostaglandin-Endoperoxide Synthase 2,Protein Coding,P35354,56,GC01M186671,21.52
314,PPP1CA,Protein Phosphatase 1 Catalytic Subunit Alpha,Protein Coding,P62136,53,GC11M109346,21.46
315,RACK1,Receptor For Activated C Kinase 1,Protein Coding,P63244,50,GC05M182224,21.4
316,AKAP13,A-Kinase Anchoring Protein 13,Protein Coding,Q12802,49,GC15P133143,21.39
317,PLP1,Proteolipid Protein 1,Protein Coding,P60201,50,GC0XP103773,21.39
318,RPL5,Ribosomal Protein L5,Protein Coding,P46777,54,GC01P092832,21.37
319,ROCK1,Rho Associated Coiled-Coil Containing Protein Kinase 1,Protein Coding,Q13464,56,GC18M020946,21.37
320,FGFR3,Fibroblast Growth Factor Receptor 3,Protein Coding,P22607,62,GC04P001900,21.36
321,DMPK,DM1 Protein Kinase,Protein Coding,Q09013,54,GC19M045769,21.33
322,CLU,Clusterin,Protein Coding,P10909,54,GC08M027596,21.33
323,BMP7,Bone Morphogenetic Protein 7,Protein Coding,P18075,53,GC20M057168,21.32
324,BMPR2,Bone Morphogenetic Protein Receptor Type 2,Protein Coding,Q13873,57,GC02P202376,21.32
325,AURKA,Aurora Kinase A,Protein Coding,O14965,58,GC20M056370,21.29
326,HSPA1B,Heat Shock Protein Family A (Hsp70) Member 1B,Protein Coding,P0DMV9,46,GC06P104116,21.28
327,RPS6KA3,Ribosomal Protein S6 Kinase A3,Protein Coding,P51812,60,GC0XM020149,21.26
328,NR3C1,Nuclear Receptor Subfamily 3 Group C Member 1,Protein Coding,P04150,56,GC05M143277,21.25
329,ITGB1,Integrin Subunit Beta 1,Protein Coding,P05556,57,GC10M034478,21.23
330,MYH7,Myosin Heavy Chain 7,Protein Coding,P12883,53,GC14M023412,21.23
331,IL1RN,Interleukin 1 Receptor Antagonist,Protein Coding,P18510,57,GC02P125995,21.23
332,CP,Ceruloplasmin,Protein Coding,P00450,55,GC03M149162,21.23
333,TLR4,Toll Like Receptor 4,Protein Coding,O00206,58,GC09P117704,21.2
334,S100A9,S100 Calcium Binding Protein A9,Protein Coding,P06702,50,GC01P153357,21.18
335,CNBP,CCHC-Type Zinc Finger Nucleic Acid Binding Protein,Protein Coding,P62633,50,GC03M129167,21.18
336,EIF4EBP1,Eukaryotic Translation Initiation Factor 4E Binding Protein 1,Protein Coding,Q13541,53,GC08P038813,21.16
337,MAPKAPK2,MAPK Activated Protein Kinase 2,Protein Coding,P49137,53,GC01P206684,21.16
338,LDLR,Low Density Lipoprotein Receptor,Protein Coding,P01130,58,GC19P011212,21.15
339,RPSA,Ribosomal Protein SA,Protein Coding,P08865,53,GC03P039406,21.12
340,ICAM1,Intercellular Adhesion Molecule 1,Protein Coding,P05362,57,GC19P011104,21.12
341,GNAI3,G Protein Subunit Alpha I3,Protein Coding,P08754,52,GC01P109548,21.1
342,FABP2,Fatty Acid Binding Protein 2,Protein Coding,P12104,48,GC04M119317,21.08
343,PRKG1,Protein Kinase CGMP-Dependent 1,Protein Coding,Q13976,57,GC10P050991,21.06
344,PKN1,Protein Kinase N1,Protein Coding,Q16512,55,GC19P014433,21.04
345,RPS6,Ribosomal Protein S6,Protein Coding,P62753,50,GC09M019375,21.0
346,RPS6KA1,Ribosomal Protein S6 Kinase A1,Protein Coding,Q15418,57,GC01P029441,21.0
347,DYSF,Dysferlin,Protein Coding,O75923,50,GC02P071453,21.0
348,IGF2,Insulin Like Growth Factor 2,Protein Coding,P01344,56,GC11M008042,21.0
349,FABP4,Fatty Acid Binding Protein 4,Protein Coding,P15090,49,GC08M081478,20.97
350,GNAI2,G Protein Subunit Alpha I2,Protein Coding,P04899,53,GC03P050226,20.96
351,NEDD4,NEDD4 E3 Ubiquitin Protein Ligase,Protein Coding,P46934,54,GC15M055826,20.95
352,PPP2R1A,Protein Phosphatase 2 Scaffold Subunit Aalpha,Protein Coding,P30153,55,GC19P083787,20.94
353,RGS4,Regulator Of G Protein Signaling 4,Protein Coding,P49798,48,GC01P163038,20.93
354,NFKBIA,NFKB Inhibitor Alpha,Protein Coding,P25963,57,GC14M035401,20.9
355,DES,Desmin,Protein Coding,P17661,54,GC02P219418,20.88
356,PSEN2,Presenilin 2,Protein Coding,P49810,56,GC01P226870,20.88
357,MAP3K5,Mitogen-Activated Protein Kinase Kinase Kinase 5,Protein Coding,Q99683,55,GC06M136557,20.86
358,RELA,"RELA Proto-Oncogene, NF-KB Subunit",Protein Coding,Q04206,58,GC11M065653,20.86
359,ADIPOQ,"Adiponectin, C1Q And Collagen Domain Containing",Protein Coding,Q15848,52,GC03P186842,20.8
360,BGLAP,Bone Gamma-Carboxyglutamate Protein,Protein Coding,P02818,46,GC01P156242,20.79
361,ATXN3,Ataxin 3,Protein Coding,P54252,52,GC14M115245,20.77
362,PRKAB1,Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 1,Protein Coding,Q9Y478,54,GC12P119632,20.72
363,TRIM28,Tripartite Motif Containing 28,Protein Coding,Q13263,52,GC19P058544,20.7
364,CCR5,C-C Motif Chemokine Receptor 5,Protein Coding,P51681,53,GC03P051153,20.7
365,PRKCI,Protein Kinase C Iota,Protein Coding,P41743,54,GC03P170222,20.69
366,UBE3A,Ubiquitin Protein Ligase E3A,Protein Coding,Q05086,54,GC15M025333,20.68
367,LRPAP1,LDL Receptor Related Protein Associated Protein 1,Protein Coding,P30533,50,GC04M003508,20.65
368,NRAS,"NRAS Proto-Oncogene, GTPase",Protein Coding,P01111,57,GC01M114704,20.56
369,S100A8,S100 Calcium Binding Protein A8,Protein Coding,P05109,49,GC01M156024,20.55
370,BCL2L11,BCL2 Like 11,Protein Coding,O43521,52,GC02P111119,20.54
371,SUMO1,Small Ubiquitin Like Modifier 1,Protein Coding,P63165,53,GC02M202206,20.53
372,FBXW7,F-Box And WD Repeat Domain Containing 7,Protein Coding,Q969H0,52,GC04M152321,20.53
373,DDOST,Dolichyl-Diphosphooligosaccharide--Protein Glycosyltransferase Non-Catalytic Subunit,Protein Coding,P39656,52,GC01M020651,20.5
374,PLG,Plasminogen,Protein Coding,P00747,56,GC06P160702,20.48
375,RBX1,Ring-Box 1,Protein Coding,P62877,50,GC22P040951,20.44
376,PPP1CB,Protein Phosphatase 1 Catalytic Subunit Beta,Protein Coding,P62140,53,GC02P028753,20.44
377,GC,GC Vitamin D Binding Protein,Protein Coding,P02774,51,GC04M071741,20.37
378,TSC1,TSC Complex Subunit 1,Protein Coding,Q92574,54,GC09M132891,20.34
379,PTPN3,Protein Tyrosine Phosphatase Non-Receptor Type 3,Protein Coding,P26045,50,GC09M109375,20.33
380,TRAF2,TNF Receptor Associated Factor 2,Protein Coding,Q12933,52,GC09P136881,20.33
381,PRKCQ,Protein Kinase C Theta,Protein Coding,Q04759,55,GC10M006703,20.32
382,LRP5,LDL Receptor Related Protein 5,Protein Coding,O75197,56,GC11P068298,20.32
383,NOTCH1,Notch Receptor 1,Protein Coding,P46531,58,GC09M138170,20.31
384,BCR,BCR Activator Of RhoGEF And GTPase,Protein Coding,P11274,58,GC22P023179,20.31
385,LTF,Lactotransferrin,Protein Coding,P02788,52,GC03M046435,20.31
386,TGM2,Transglutaminase 2,Protein Coding,P21980,54,GC20M038127,20.27
387,ABCG2,ATP Binding Cassette Subfamily G Member 2 (Junior Blood Group),Protein Coding,Q9UNQ0,56,GC04M088090,20.22
388,FGFR2,Fibroblast Growth Factor Receptor 2,Protein Coding,P21802,62,GC10M121478,20.17
389,APOB,Apolipoprotein B,Protein Coding,P04114,53,GC02M020956,20.17
390,SMARCA4,"SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 4",Protein Coding,P51532,58,GC19P011131,20.15
391,RPS19,Ribosomal Protein S19,Protein Coding,P39019,55,GC19P083357,20.15
392,CHEK1,Checkpoint Kinase 1,Protein Coding,O14757,57,GC11P125625,20.14
393,LPL,Lipoprotein Lipase,Protein Coding,P06858,56,GC08P019901,20.13
394,IL2,Interleukin 2,Protein Coding,P60568,52,GC04M122451,20.13
395,BCAR1,"BCAR1 Scaffold Protein, Cas Family Member",Protein Coding,P56945,50,GC16M075228,20.12
396,SREBF1,Sterol Regulatory Element Binding Transcription Factor 1,Protein Coding,P36956,55,GC17M017810,20.11
397,MEFV,"MEFV Innate Immunity Regulator, Pyrin",Protein Coding,O15553,50,GC16M010625,20.1
398,LBP,Lipopolysaccharide Binding Protein,Protein Coding,P18428,50,GC20P038346,20.1
399,KEAP1,Kelch Like ECH Associated Protein 1,Protein Coding,Q14145,56,GC19M010486,20.1
400,NOS3,Nitric Oxide Synthase 3,Protein Coding,P29474,56,GC07P152342,20.09
401,TPR,"Translocated Promoter Region, Nuclear Basket Protein",Protein Coding,P12270,49,GC01M186323,20.06
402,MMP9,Matrix Metallopeptidase 9,Protein Coding,P14780,60,GC20P046008,20.05
403,GNB2,G Protein Subunit Beta 2,Protein Coding,P62879,50,GC07P100673,20.05
404,HMGCL,3-Hydroxy-3-Methylglutaryl-CoA Lyase,Protein Coding,P35914,52,GC01M023801,20.03
405,SRPK1,SRSF Protein Kinase 1,Protein Coding,Q96SB4,52,GC06M081060,20.01
406,ALK,ALK Receptor Tyrosine Kinase,Protein Coding,Q9UM73,57,GC02M029190,19.97
407,NCK1,NCK Adaptor Protein 1,Protein Coding,P16333,50,GC03P136862,19.94
408,CANX,Calnexin,Protein Coding,P27824,52,GC05P179678,19.93
409,FGFR1,Fibroblast Growth Factor Receptor 1,Protein Coding,P11362,62,GC08M038400,19.92
410,UCP1,Uncoupling Protein 1,Protein Coding,P25874,49,GC04M140559,19.91
411,CRYAB,Crystallin Alpha B,Protein Coding,P02511,53,GC11M111908,19.9
412,IGFBP4,Insulin Like Growth Factor Binding Protein 4,Protein Coding,P22692,50,GC17P040443,19.87
413,HP,Haptoglobin,Protein Coding,P00738,52,GC16P073300,19.87
414,LYN,"LYN Proto-Oncogene, Src Family Tyrosine Kinase",Protein Coding,P07948,55,GC08P055879,19.85
415,PRKAR2A,Protein Kinase CAMP-Dependent Type II Regulatory Subunit Alpha,Protein Coding,P13861,52,GC03M048744,19.85
416,SMN2,"Survival Of Motor Neuron 2, Centromeric",Protein Coding,Q16637,47,GC05P070049,19.84
417,IFNA1,Interferon Alpha 1,Protein Coding,P01562,46,GC09P021647,19.83
418,BRD4,Bromodomain Containing 4,Protein Coding,O60885,54,GC19M015585,19.82
419,DGAT1,Diacylglycerol O-Acyltransferase 1,Protein Coding,O75907,54,GC08M146058,19.79
420,TXN,Thioredoxin,Protein Coding,P10599,52,GC09M110243,19.78
421,C4BPA,Complement Component 4 Binding Protein Alpha,Protein Coding,P04003,48,GC01P207105,19.77
422,CAMK2A,Calcium/Calmodulin Dependent Protein Kinase II Alpha,Protein Coding,Q9UQM7,59,GC05M150219,19.74
423,ITCH,Itchy E3 Ubiquitin Protein Ligase,Protein Coding,Q96J02,54,GC20P034363,19.74
424,PPP1CC,Protein Phosphatase 1 Catalytic Subunit Gamma,Protein Coding,P36873,52,GC12M110709,19.74
425,TGFBR2,Transforming Growth Factor Beta Receptor 2,Protein Coding,P37173,59,GC03P030623,19.73
426,F8,Coagulation Factor VIII,Protein Coding,P00451,54,GC0XM154835,19.73
427,IGFBP5,Insulin Like Growth Factor Binding Protein 5,Protein Coding,P24593,49,GC02M216672,19.72
428,HNRNPA1,Heterogeneous Nuclear Ribonucleoprotein A1,Protein Coding,P09651,54,GC12P054280,19.7
429,CRK,"CRK Proto-Oncogene, Adaptor Protein",Protein Coding,P46108,51,GC17M001420,19.7
430,BECN1,Beclin 1,Protein Coding,Q14457,53,GC17M042810,19.68
431,HUWE1,"HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1",Protein Coding,Q7Z6Z7,53,GC0XM053532,19.68
432,DMD,Dystrophin,Protein Coding,P11532,52,GC0XM031097,19.67
433,GAPDH,Glyceraldehyde-3-Phosphate Dehydrogenase,Protein Coding,P04406,57,GC12P028185,19.66
434,RPA2,Replication Protein A2,Protein Coding,P15927,50,GC01M029430,19.65
435,CEBPA,CCAAT Enhancer Binding Protein Alpha,Protein Coding,P49715,53,GC19M033299,19.65
436,SLC6A4,Solute Carrier Family 6 Member 4,Protein Coding,P31645,54,GC17M030194,19.64
437,NUMA1,Nuclear Mitotic Apparatus Protein 1,Protein Coding,Q14980,50,GC11M072002,19.63
438,ADAM10,ADAM Metallopeptidase Domain 10,Protein Coding,O14672,60,GC15M058588,19.63
439,MAP2K6,Mitogen-Activated Protein Kinase Kinase 6,Protein Coding,P52564,53,GC17P069414,19.63
440,PTBP1,Polypyrimidine Tract Binding Protein 1,Protein Coding,P26599,49,GC19P000797,19.61
441,CASP9,Caspase 9,Protein Coding,P55211,54,GC01M015491,19.58
442,WAS,WASP Actin Nucleation Promoting Factor,Protein Coding,P42768,54,GC0XP048676,19.58
443,EWSR1,EWS RNA Binding Protein 1,Protein Coding,Q01844,52,GC22P052150,19.57
444,NOD2,Nucleotide Binding Oligomerization Domain Containing 2,Protein Coding,Q9HC29,54,GC16P050693,19.56
445,GNA13,G Protein Subunit Alpha 13,Protein Coding,Q14344,51,GC17M065009,19.56
446,UBA52,Ubiquitin A-52 Residue Ribosomal Protein Fusion Product 1,Protein Coding,P62987,46,GC19P018563,19.56
447,HNRNPU,Heterogeneous Nuclear Ribonucleoprotein U,Protein Coding,Q00839,49,GC01M244844,19.56
448,GBA1,Glucosylceramidase Beta 1,Protein Coding,P04062,56,GC01M156443,19.54
449,GNAO1,G Protein Subunit Alpha O1,Protein Coding,P09471,53,GC16P056193,19.54
450,IKBKB,Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta,Protein Coding,O14920,61,GC08P042271,19.54
451,UBE2I,Ubiquitin Conjugating Enzyme E2 I,Protein Coding,P63279,54,GC16P021384,19.5
452,TOLLIP,Toll Interacting Protein,Protein Coding,Q9H0E2,51,GC11M001274,19.5
453,HNRNPK,Heterogeneous Nuclear Ribonucleoprotein K,Protein Coding,P61978,52,GC09M102850,19.5
454,VAMP2,Vesicle Associated Membrane Protein 2,Protein Coding,P63027,51,GC17M013548,19.49
455,JAK1,Janus Kinase 1,Protein Coding,P23458,61,GC01M064833,19.49
456,EGR1,Early Growth Response 1,Protein Coding,P18146,51,GC05P138465,19.47
457,FGF2,Fibroblast Growth Factor 2,Protein Coding,P09038,52,GC04P122826,19.47
458,XPO1,Exportin 1,Protein Coding,O14980,54,GC02M061445,19.46
459,RAN,"RAN, Member RAS Oncogene Family",Protein Coding,P62826,50,GC12P130874,19.45
460,CDK5,Cyclin Dependent Kinase 5,Protein Coding,Q00535,60,GC07M151053,19.44
461,NBN,Nibrin,Protein Coding,O60934,55,GC08M089933,19.44
462,IKBKG,Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma,Protein Coding,Q9Y6K9,54,GC0XP154541,19.43
463,RGS2,Regulator Of G Protein Signaling 2,Protein Coding,P41220,48,GC01P192809,19.42
464,VTN,Vitronectin,Protein Coding,P04004,50,GC17M059911,19.41
465,MPO,Myeloperoxidase,Protein Coding,P05164,60,GC17M058269,19.38
466,XRCC5,X-Ray Repair Cross Complementing 5,Protein Coding,P13010,51,GC02P216107,19.37
467,STAR,Steroidogenic Acute Regulatory Protein,Protein Coding,P49675,51,GC08M038153,19.37
468,SHOC2,SHOC2 Leucine Rich Repeat Scaffold Protein,Protein Coding,Q9UQ13,48,GC10P110919,19.35
469,RNF2,Ring Finger Protein 2,Protein Coding,Q99496,52,GC01P185045,19.35
470,YWHAG,Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma,Protein Coding,P61981,55,GC07M077900,19.34
471,HDAC2,Histone Deacetylase 2,Protein Coding,Q92769,59,GC06M113933,19.33
472,GJB2,Gap Junction Protein Beta 2,Protein Coding,P29033,52,GC13M020187,19.32
473,NEDD4L,NEDD4 Like E3 Ubiquitin Protein Ligase,Protein Coding,Q96PU5,52,GC18P058044,19.32
474,BIRC2,Baculoviral IAP Repeat Containing 2,Protein Coding,Q13490,54,GC11P102347,19.31
475,PAK1,P21 (RAC1) Activated Kinase 1,Protein Coding,Q13153,57,GC11M109658,19.3
476,TERT,Telomerase Reverse Transcriptase,Protein Coding,O14746,58,GC05M001253,19.3
477,CD59,CD59 Molecule (CD59 Blood Group),Protein Coding,P13987,53,GC11M033704,19.3
478,SAA1,Serum Amyloid A1,Protein Coding,P0DJI8,45,GC11P018810,19.29
479,UCP3,Uncoupling Protein 3,Protein Coding,P55916,49,GC11M074000,19.28
480,ERCC6,"ERCC Excision Repair 6, Chromatin Remodeling Factor",Protein Coding,Q03468,53,GC10M049454,19.28
481,NLRP1,NLR Family Pyrin Domain Containing 1,Protein Coding,Q9C000,50,GC17M005499,19.26
482,PRKAG2,Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 2,Protein Coding,Q9UGJ0,56,GC07M151556,19.26
483,RIPK1,Receptor Interacting Serine/Threonine Kinase 1,Protein Coding,Q13546,56,GC06P003520,19.25
484,PTPN2,Protein Tyrosine Phosphatase Non-Receptor Type 2,Protein Coding,P17706,53,GC18M030182,19.24
485,BMP1,Bone Morphogenetic Protein 1,Protein Coding,P13497,56,GC08P022164,19.24
486,PLCG1,Phospholipase C Gamma 1,Protein Coding,P19174,54,GC20P041136,19.24
487,AKT2,AKT Serine/Threonine Kinase 2,Protein Coding,P31751,61,GC19M040230,19.2
488,ERCC2,"ERCC Excision Repair 2, TFIIH Core Complex Helicase Subunit",Protein Coding,P18074,54,GC19M045349,19.2
489,DDIT3,DNA Damage Inducible Transcript 3,Protein Coding,P35638,53,GC12M057516,19.18
490,IRS1,Insulin Receptor Substrate 1,Protein Coding,P35568,54,GC02M226731,19.18
491,PLAU,"Plasminogen Activator, Urokinase",Protein Coding,P00749,58,GC10P073909,19.18
492,NOS2,Nitric Oxide Synthase 2,Protein Coding,P35228,56,GC17M027756,19.18
493,ACE2,Angiotensin Converting Enzyme 2,Protein Coding,Q9BYF1,56,GC0XM015494,19.17
494,KMT2A,Lysine Methyltransferase 2A,Protein Coding,Q03164,54,GC11P118436,19.16
495,XRCC6,X-Ray Repair Cross Complementing 6,Protein Coding,P12956,52,GC22P052578,19.16
496,APLP2,Amyloid Beta Precursor Like Protein 2,Protein Coding,Q06481,49,GC11P130069,19.15
497,S100A4,S100 Calcium Binding Protein A4,Protein Coding,P26447,52,GC01M153543,19.15
498,AKAP9,A-Kinase Anchoring Protein 9,Protein Coding,Q99996,49,GC07P091940,19.13
499,IFI27,Interferon Alpha Inducible Protein 27,Protein Coding,P40305,45,GC14P094104,19.12
500,GNB5,G Protein Subunit Beta 5,Protein Coding,O14775,51,GC15M134189,19.11
501,HIPK2,Homeodomain Interacting Protein Kinase 2,Protein Coding,Q9H2X6,50,GC07M139561,19.11
502,EIF4E,Eukaryotic Translation Initiation Factor 4E,Protein Coding,P06730,56,GC04M098879,19.09
503,FLT3,Fms Related Receptor Tyrosine Kinase 3,Protein Coding,P36888,60,GC13M028003,19.09
504,CTBP1,C-Terminal Binding Protein 1,Protein Coding,Q13363,54,GC04M001211,19.08
505,CASK,Calcium/Calmodulin Dependent Serine Protein Kinase,Protein Coding,O14936,57,GC0XM041514,19.07
506,TLR2,Toll Like Receptor 2,Protein Coding,O60603,58,GC04P153684,19.07
507,F9,Coagulation Factor IX,Protein Coding,P00740,54,GC0XP139530,19.06
508,RPS2,Ribosomal Protein S2,Protein Coding,P15880,48,GC16M010439,19.05
509,PMM2,Phosphomannomutase 2,Protein Coding,O15305,53,GC16P008788,19.01
510,BAK1,BCL2 Antagonist/Killer 1,Protein Coding,Q16611,52,GC06M033572,19.0
511,ATP6AP1,ATPase H+ Transporting Accessory Protein 1,Protein Coding,Q15904,51,GC0XP154428,19.0
512,DTNBP1,Dystrobrevin Binding Protein 1,Protein Coding,Q96EV8,49,GC06M015553,18.99
513,BAP1,BRCA1 Associated Protein 1,Protein Coding,Q92560,54,GC03M052401,18.99
514,WNK1,WNK Lysine Deficient Protein Kinase 1,Protein Coding,Q9H4A3,55,GC12P000733,18.99
515,MVP,Major Vault Protein,Protein Coding,Q14764,47,GC16P047695,18.97
516,CCNA2,Cyclin A2,Protein Coding,P20248,52,GC04M121816,18.96
517,RAD50,RAD50 Double Strand Break Repair Protein,Protein Coding,Q92878,56,GC05P132556,18.96
518,CISH,Cytokine Inducible SH2 Containing Protein,Protein Coding,Q9NSE2,52,GC03M052521,18.96
519,C19orf12,Chromosome 19 Open Reading Frame 12,Protein Coding,Q9NSK7,42,GC19M079397,18.89
520,RPL3,Ribosomal Protein L3,Protein Coding,P39023,49,GC22M068195,18.88
521,AP2M1,Adaptor Related Protein Complex 2 Subunit Mu 1,Protein Coding,Q96CW1,53,GC03P184174,18.86
522,IGF2BP3,Insulin Like Growth Factor 2 MRNA Binding Protein 3,Protein Coding,O00425,48,GC07M023449,18.86
523,SPP1,Secreted Phosphoprotein 1,Protein Coding,P10451,52,GC04P087975,18.85
524,ACTB,Actin Beta,Protein Coding,P60709,56,GC07M005527,18.83
525,S100A1,S100 Calcium Binding Protein A1,Protein Coding,P23297,46,GC01P153627,18.82
526,MRE11,"MRE11 Homolog, Double Strand Break Repair Nuclease",Protein Coding,P49959,54,GC11M109894,18.8
527,KAT5,Lysine Acetyltransferase 5,Protein Coding,Q92993,57,GC11P065711,18.8
528,NTRK1,Neurotrophic Receptor Tyrosine Kinase 1,Protein Coding,P04629,56,GC01P156815,18.79
529,TGFBR1,Transforming Growth Factor Beta Receptor 1,Protein Coding,P36897,61,GC09P099104,18.79
530,XRCC1,X-Ray Repair Cross Complementing 1,Protein Coding,P18887,51,GC19M043543,18.78
